sale_id,store_id,customer_id,sale_time,payment_method,total_amount,discount_amount,actual_amount
40772,2,2772,2026-06-16 11:51:00,alipay,485.85,24.29,461.56
40773,1,2773,2026-06-17 12:52:00,card,485.85,24.29,461.56
40774,2,2774,2026-06-18 13:53:00,cash,492.96,24.65,468.31
40775,1,2775,2026-06-19 14:54:00,mixed,485.85,24.29,461.56
40776,2,2776,2026-06-20 15:55:00,wechat,485.85,24.29,461.56
40777,1,2777,2026-06-21 16:56:00,alipay,492.96,24.65,468.31
40778,2,,2026-06-22 17:57:00,card,485.85,0.0,485.85
40779,1,2779,2026-06-23 18:58:00,cash,485.85,24.29,461.56
40780,2,2780,2026-06-24 19:59:00,mixed,492.96,24.65,468.31
40781,1,2781,2026-06-25 10:00:00,wechat,485.85,24.29,461.56
40782,2,2782,2026-06-26 11:01:00,alipay,485.85,24.29,461.56
40783,1,2783,2026-06-27 12:02:00,card,492.96,24.65,468.31
40784,2,2784,2026-06-28 13:03:00,cash,485.85,24.29,461.56
40785,1,,2026-06-01 14:04:00,mixed,485.85,0.0,485.85
40786,2,2786,2026-06-02 15:05:00,wechat,492.96,24.65,468.31
40787,1,2787,2026-06-03 16:06:00,alipay,485.85,24.29,461.56
40788,2,2788,2026-06-04 17:07:00,card,485.85,24.29,461.56
40789,1,2789,2026-06-05 18:08:00,cash,492.96,24.65,468.31
40790,2,2790,2026-06-06 19:09:00,mixed,485.85,24.29,461.56
40791,1,2791,2026-06-07 10:10:00,wechat,485.85,24.29,461.56
40792,2,,2026-06-08 11:11:00,alipay,492.96,0.0,492.96
40793,1,2793,2026-06-09 12:12:00,card,485.85,24.29,461.56
40794,2,2794,2026-06-10 13:13:00,cash,485.85,24.29,461.56
40795,1,2795,2026-06-11 14:14:00,mixed,492.96,24.65,468.31
40796,2,2796,2026-06-12 15:15:00,wechat,485.85,24.29,461.56
40797,1,2797,2026-06-13 16:16:00,alipay,485.85,24.29,461.56
40798,2,2798,2026-06-14 17:17:00,card,492.96,24.65,468.31
40799,1,,2026-06-15 18:18:00,cash,485.85,0.0,485.85
40800,2,2800,2026-06-16 19:19:00,mixed,485.85,24.29,461.56
40801,1,2801,2026-06-17 10:20:00,wechat,492.96,24.65,468.31
40802,2,2802,2026-06-18 11:21:00,alipay,485.85,24.29,461.56
40803,1,2803,2026-06-19 12:22:00,card,485.85,24.29,461.56
40804,2,2804,2026-06-20 13:23:00,cash,492.96,24.65,468.31
40805,1,2805,2026-06-21 14:24:00,mixed,485.85,24.29,461.56
40806,2,,2026-06-22 15:25:00,wechat,485.85,0.0,485.85
40807,1,2807,2026-06-23 16:26:00,alipay,492.96,24.65,468.31
40808,2,2808,2026-06-24 17:27:00,card,485.85,24.29,461.56
40809,1,2809,2026-06-25 18:28:00,cash,485.85,24.29,461.56
40810,2,2810,2026-06-26 19:29:00,mixed,492.96,24.65,468.31
40811,1,2811,2026-06-27 10:30:00,wechat,485.85,24.29,461.56
40812,2,2812,2026-06-28 11:31:00,alipay,485.85,24.29,461.56
40813,1,,2026-06-01 12:32:00,card,492.96,0.0,492.96
40814,2,2814,2026-06-02 13:33:00,cash,485.85,24.29,461.56
40815,1,2815,2026-06-03 14:34:00,mixed,485.85,24.29,461.56
40816,2,2816,2026-06-04 15:35:00,wechat,492.96,24.65,468.31
40817,1,2817,2026-06-05 16:36:00,alipay,485.85,24.29,461.56
40818,2,2818,2026-06-06 17:37:00,card,485.85,24.29,461.56
40819,1,2819,2026-06-07 18:38:00,cash,492.96,24.65,468.31
40820,2,,2026-06-08 19:39:00,mixed,485.85,0.0,485.85
40821,1,2821,2026-06-09 10:40:00,wechat,485.85,24.29,461.56
40822,2,2822,2026-06-10 11:41:00,alipay,492.96,24.65,468.31
40823,1,2823,2026-06-11 12:42:00,card,485.85,24.29,461.56
40824,2,2824,2026-06-12 13:43:00,cash,485.85,24.29,461.56
40825,1,2825,2026-06-13 14:44:00,mixed,492.96,24.65,468.31
40826,2,2826,2026-06-14 15:45:00,wechat,485.85,24.29,461.56
40827,1,,2026-06-15 16:46:00,alipay,485.85,0.0,485.85
40828,2,2828,2026-06-16 17:47:00,card,492.96,24.65,468.31
40829,1,2829,2026-06-17 18:48:00,cash,485.85,24.29,461.56
40830,2,2830,2026-06-18 19:49:00,mixed,485.85,24.29,461.56
40831,1,2831,2026-06-19 10:50:00,wechat,492.96,24.65,468.31
40832,2,2832,2026-06-20 11:51:00,alipay,485.85,24.29,461.56
40833,1,2833,2026-06-21 12:52:00,card,485.85,24.29,461.56
40834,2,,2026-06-22 13:53:00,cash,492.96,0.0,492.96
40835,1,2835,2026-06-23 14:54:00,mixed,485.85,24.29,461.56
40836,2,2836,2026-06-24 15:55:00,wechat,485.85,24.29,461.56
40837,1,2837,2026-06-25 16:56:00,alipay,492.96,24.65,468.31
40838,2,2838,2026-06-26 17:57:00,card,485.85,24.29,461.56
40839,1,2839,2026-06-27 18:58:00,cash,485.85,24.29,461.56
40840,2,2840,2026-06-28 19:59:00,mixed,492.96,24.65,468.31
40841,1,,2026-06-01 10:00:00,wechat,485.85,0.0,485.85
40842,2,2842,2026-06-02 11:01:00,alipay,485.85,24.29,461.56
40843,1,2843,2026-06-03 12:02:00,card,492.96,24.65,468.31
40844,2,2844,2026-06-04 13:03:00,cash,485.85,24.29,461.56
40845,1,2845,2026-06-05 14:04:00,mixed,485.85,24.29,461.56
40846,2,2846,2026-06-06 15:05:00,wechat,492.96,24.65,468.31
40847,1,2847,2026-06-07 16:06:00,alipay,485.85,24.29,461.56
40848,2,,2026-06-08 17:07:00,card,485.85,0.0,485.85
40849,1,2849,2026-06-09 18:08:00,cash,492.96,24.65,468.31
40850,2,2850,2026-06-10 19:09:00,mixed,485.85,24.29,461.56
40851,1,2851,2026-06-11 10:10:00,wechat,485.85,24.29,461.56
40852,2,2852,2026-06-12 11:11:00,alipay,492.96,24.65,468.31
40853,1,2853,2026-06-13 12:12:00,card,485.85,24.29,461.56
40854,2,2854,2026-06-14 13:13:00,cash,485.85,24.29,461.56
40855,1,,2026-06-15 14:14:00,mixed,492.96,0.0,492.96
40856,2,2856,2026-06-16 15:15:00,wechat,485.85,24.29,461.56
40857,1,2857,2026-06-17 16:16:00,alipay,485.85,24.29,461.56
40858,2,2858,2026-06-18 17:17:00,card,492.96,24.65,468.31
40859,1,2859,2026-06-19 18:18:00,cash,485.85,24.29,461.56
40860,2,2860,2026-06-20 19:19:00,mixed,485.85,24.29,461.56
40861,1,2861,2026-06-21 10:20:00,wechat,492.96,24.65,468.31
40862,2,,2026-06-22 11:21:00,alipay,485.85,0.0,485.85
40863,1,2863,2026-06-23 12:22:00,card,485.85,24.29,461.56
40864,2,2864,2026-06-24 13:23:00,cash,492.96,24.65,468.31
40865,1,2865,2026-06-25 14:24:00,mixed,485.85,24.29,461.56
40866,2,2866,2026-06-26 15:25:00,wechat,485.85,24.29,461.56
40867,1,2867,2026-06-27 16:26:00,alipay,492.96,24.65,468.31
40868,2,2868,2026-06-28 17:27:00,card,485.85,24.29,461.56
40869,1,,2026-06-01 18:28:00,cash,485.85,0.0,485.85
40870,2,2870,2026-06-02 19:29:00,mixed,492.96,24.65,468.31
40871,1,2871,2026-06-03 10:30:00,wechat,485.85,24.29,461.56
40872,2,2872,2026-06-04 11:31:00,alipay,485.85,24.29,461.56
40873,1,2873,2026-06-05 12:32:00,card,492.96,24.65,468.31
40874,2,2874,2026-06-06 13:33:00,cash,485.85,24.29,461.56
40875,1,2875,2026-06-07 14:34:00,mixed,485.85,24.29,461.56
40876,2,,2026-06-08 15:35:00,wechat,492.96,0.0,492.96
40877,1,2877,2026-06-09 16:36:00,alipay,485.85,24.29,461.56
40878,2,2878,2026-06-10 17:37:00,card,485.85,24.29,461.56
40879,1,2879,2026-06-11 18:38:00,cash,492.96,24.65,468.31
40880,2,2880,2026-06-12 19:39:00,mixed,485.85,24.29,461.56
40881,1,2881,2026-06-13 10:40:00,wechat,485.85,24.29,461.56
40882,2,2882,2026-06-14 11:41:00,alipay,492.96,24.65,468.31
40883,1,,2026-06-15 12:42:00,card,485.85,0.0,485.85
40884,2,2884,2026-06-16 13:43:00,cash,485.85,24.29,461.56
40885,1,2885,2026-06-17 14:44:00,mixed,492.96,24.65,468.31
40886,2,2886,2026-06-18 15:45:00,wechat,485.85,24.29,461.56
40887,1,2887,2026-06-19 16:46:00,alipay,485.85,24.29,461.56
40888,2,2888,2026-06-20 17:47:00,card,492.96,24.65,468.31
40889,1,2889,2026-06-21 18:48:00,cash,485.85,24.29,461.56
40890,2,,2026-06-22 19:49:00,mixed,485.85,0.0,485.85
40891,1,2891,2026-06-23 10:50:00,wechat,492.96,24.65,468.31
40892,2,2892,2026-06-24 11:51:00,alipay,485.85,24.29,461.56
40893,1,2893,2026-06-25 12:52:00,card,485.85,24.29,461.56
40894,2,2894,2026-06-26 13:53:00,cash,492.96,24.65,468.31
40895,1,2895,2026-06-27 14:54:00,mixed,485.85,24.29,461.56
40896,2,2896,2026-06-28 15:55:00,wechat,485.85,24.29,461.56
40897,1,,2026-06-01 16:56:00,alipay,492.96,0.0,492.96
40898,2,2898,2026-06-02 17:57:00,card,485.85,24.29,461.56
40899,1,2899,2026-06-03 18:58:00,cash,485.85,24.29,461.56
40900,2,2900,2026-06-04 19:59:00,mixed,492.96,24.65,468.31
40901,1,2901,2026-06-05 10:00:00,wechat,485.85,24.29,461.56
40902,2,2902,2026-06-06 11:01:00,alipay,485.85,24.29,461.56
40903,1,2903,2026-06-07 12:02:00,card,492.96,24.65,468.31
40904,2,,2026-06-08 13:03:00,cash,485.85,0.0,485.85
40905,1,2905,2026-06-09 14:04:00,mixed,485.85,24.29,461.56
40906,2,2906,2026-06-10 15:05:00,wechat,492.96,24.65,468.31
40907,1,2907,2026-06-11 16:06:00,alipay,485.85,24.29,461.56
40908,2,2908,2026-06-12 17:07:00,card,485.85,24.29,461.56
40909,1,2909,2026-06-13 18:08:00,cash,492.96,24.65,468.31
40910,2,2910,2026-06-14 19:09:00,mixed,485.85,24.29,461.56
40911,1,,2026-06-15 10:10:00,wechat,485.85,0.0,485.85
40912,2,2912,2026-06-16 11:11:00,alipay,492.96,24.65,468.31
40913,1,2913,2026-06-17 12:12:00,card,485.85,24.29,461.56
40914,2,2914,2026-06-18 13:13:00,cash,485.85,24.29,461.56
40915,1,2915,2026-06-19 14:14:00,mixed,492.96,24.65,468.31
40916,2,2916,2026-06-20 15:15:00,wechat,485.85,24.29,461.56
40917,1,2917,2026-06-21 16:16:00,alipay,485.85,24.29,461.56
40918,2,,2026-06-22 17:17:00,card,492.96,0.0,492.96
40919,1,2919,2026-06-23 18:18:00,cash,485.85,24.29,461.56
40920,2,2920,2026-06-24 19:19:00,mixed,485.85,24.29,461.56
40921,1,2921,2026-06-25 10:20:00,wechat,492.96,24.65,468.31
40922,2,2922,2026-06-26 11:21:00,alipay,485.85,24.29,461.56
40923,1,2923,2026-06-27 12:22:00,card,485.85,24.29,461.56
40924,2,2924,2026-06-28 13:23:00,cash,492.96,24.65,468.31
40925,1,,2026-06-01 14:24:00,mixed,485.85,0.0,485.85
40926,2,2926,2026-06-02 15:25:00,wechat,485.85,24.29,461.56
40927,1,2927,2026-06-03 16:26:00,alipay,492.96,24.65,468.31
40928,2,2928,2026-06-04 17:27:00,card,485.85,24.29,461.56
40929,1,2929,2026-06-05 18:28:00,cash,485.85,24.29,461.56
40930,2,2930,2026-06-06 19:29:00,mixed,492.96,24.65,468.31
40931,1,2931,2026-06-07 10:30:00,wechat,485.85,24.29,461.56
40932,2,,2026-06-08 11:31:00,alipay,485.85,0.0,485.85
40933,1,2933,2026-06-09 12:32:00,card,492.96,24.65,468.31
40934,2,2934,2026-06-10 13:33:00,cash,485.85,24.29,461.56
40935,1,2935,2026-06-11 14:34:00,mixed,485.85,24.29,461.56
40936,2,2936,2026-06-12 15:35:00,wechat,492.96,24.65,468.31
40937,1,2937,2026-06-13 16:36:00,alipay,485.85,24.29,461.56
40938,2,2938,2026-06-14 17:37:00,card,485.85,24.29,461.56
40939,1,,2026-06-15 18:38:00,cash,492.96,0.0,492.96
40940,2,2940,2026-06-16 19:39:00,mixed,485.85,24.29,461.56
40941,1,2941,2026-06-17 10:40:00,wechat,485.85,24.29,461.56
40942,2,2942,2026-06-18 11:41:00,alipay,492.96,24.65,468.31
40943,1,2943,2026-06-19 12:42:00,card,485.85,24.29,461.56
40944,2,2944,2026-06-20 13:43:00,cash,485.85,24.29,461.56
40945,1,2945,2026-06-21 14:44:00,mixed,492.96,24.65,468.31
40946,2,,2026-06-22 15:45:00,wechat,485.85,0.0,485.85
40947,1,2947,2026-06-23 16:46:00,alipay,485.85,24.29,461.56
40948,2,2948,2026-06-24 17:47:00,card,492.96,24.65,468.31
40949,1,2949,2026-06-25 18:48:00,cash,485.85,24.29,461.56
40950,2,2950,2026-06-26 19:49:00,mixed,485.85,24.29,461.56
40951,1,2951,2026-06-27 10:50:00,wechat,492.96,24.65,468.31
40952,2,2952,2026-06-28 11:51:00,alipay,485.85,24.29,461.56
40953,1,,2026-06-01 12:52:00,card,485.85,0.0,485.85
40954,2,2954,2026-06-02 13:53:00,cash,492.96,24.65,468.31
40955,1,2955,2026-06-03 14:54:00,mixed,485.85,24.29,461.56
40956,2,2956,2026-06-04 15:55:00,wechat,485.85,24.29,461.56
40957,1,2957,2026-06-05 16:56:00,alipay,492.96,24.65,468.31
40958,2,2958,2026-06-06 17:57:00,card,485.85,24.29,461.56
40959,1,2959,2026-06-07 18:58:00,cash,485.85,24.29,461.56
40960,2,,2026-06-08 19:59:00,mixed,492.96,0.0,492.96
40961,1,2961,2026-06-09 10:00:00,wechat,485.85,24.29,461.56
40962,2,2962,2026-06-10 11:01:00,alipay,485.85,24.29,461.56
40963,1,2963,2026-06-11 12:02:00,card,492.96,24.65,468.31
40964,2,2964,2026-06-12 13:03:00,cash,485.85,24.29,461.56
40965,1,2965,2026-06-13 14:04:00,mixed,485.85,24.29,461.56
40966,2,2966,2026-06-14 15:05:00,wechat,492.96,24.65,468.31
40967,1,,2026-06-15 16:06:00,alipay,485.85,0.0,485.85
40968,2,2968,2026-06-16 17:07:00,card,485.85,24.29,461.56
40969,1,2969,2026-06-17 18:08:00,cash,492.96,24.65,468.31
40970,2,2970,2026-06-18 19:09:00,mixed,485.85,24.29,461.56
40971,1,2971,2026-06-19 10:10:00,wechat,485.85,24.29,461.56
40972,2,2972,2026-06-20 11:11:00,alipay,492.96,24.65,468.31
40973,1,2973,2026-06-21 12:12:00,card,485.85,24.29,461.56
40974,2,,2026-06-22 13:13:00,cash,485.85,0.0,485.85
40975,1,2975,2026-06-23 14:14:00,mixed,492.96,24.65,468.31
40976,2,2976,2026-06-24 15:15:00,wechat,485.85,24.29,461.56
40977,1,2977,2026-06-25 16:16:00,alipay,485.85,24.29,461.56
40978,2,2978,2026-06-26 17:17:00,card,492.96,24.65,468.31
40979,1,2979,2026-06-27 18:18:00,cash,485.85,24.29,461.56
40980,2,2980,2026-06-28 19:19:00,mixed,485.85,24.29,461.56
40981,1,,2026-06-01 10:20:00,wechat,492.96,0.0,492.96
40982,2,2982,2026-06-02 11:21:00,alipay,485.85,24.29,461.56
40983,1,2983,2026-06-03 12:22:00,card,485.85,24.29,461.56
40984,2,2984,2026-06-04 13:23:00,cash,492.96,24.65,468.31
40985,1,2985,2026-06-05 14:24:00,mixed,485.85,24.29,461.56
40986,2,2986,2026-06-06 15:25:00,wechat,485.85,24.29,461.56
40987,1,2987,2026-06-07 16:26:00,alipay,492.96,24.65,468.31
40988,2,,2026-06-08 17:27:00,card,485.85,0.0,485.85
40989,1,2989,2026-06-09 18:28:00,cash,485.85,24.29,461.56
40990,2,2990,2026-06-10 19:29:00,mixed,492.96,24.65,468.31
40991,1,2991,2026-06-11 10:30:00,wechat,485.85,24.29,461.56
40992,2,2992,2026-06-12 11:31:00,alipay,485.85,24.29,461.56
40993,1,2993,2026-06-13 12:32:00,card,492.96,24.65,468.31
40994,2,2994,2026-06-14 13:33:00,cash,485.85,24.29,461.56
40995,1,,2026-06-15 14:34:00,mixed,485.85,0.0,485.85
40996,2,2996,2026-06-16 15:35:00,wechat,492.96,24.65,468.31
40997,1,2997,2026-06-17 16:36:00,alipay,485.85,24.29,461.56
40998,2,2998,2026-06-18 17:37:00,card,485.85,24.29,461.56
40999,1,2999,2026-06-19 18:38:00,cash,492.96,24.65,468.31
41000,2,3000,2026-06-20 19:39:00,mixed,485.85,24.29,461.56
41001,1,3001,2026-06-21 10:40:00,wechat,485.85,24.29,461.56
41002,2,,2026-06-22 11:41:00,alipay,492.96,0.0,492.96
41003,1,3003,2026-06-23 12:42:00,card,485.85,24.29,461.56
41004,2,3004,2026-06-24 13:43:00,cash,485.85,24.29,461.56
41005,1,3005,2026-06-25 14:44:00,mixed,492.96,24.65,468.31
41006,2,3006,2026-06-26 15:45:00,wechat,485.85,24.29,461.56
41007,1,3007,2026-06-27 16:46:00,alipay,485.85,24.29,461.56
41008,2,3008,2026-06-28 17:47:00,card,492.96,24.65,468.31
41009,1,,2026-06-01 18:48:00,cash,485.85,0.0,485.85
41010,2,3010,2026-06-02 19:49:00,mixed,485.85,24.29,461.56
41011,1,3011,2026-06-03 10:50:00,wechat,492.96,24.65,468.31
41012,2,3012,2026-06-04 11:51:00,alipay,485.85,24.29,461.56
41013,1,3013,2026-06-05 12:52:00,card,485.85,24.29,461.56
41014,2,3014,2026-06-06 13:53:00,cash,492.96,24.65,468.31
41015,1,3015,2026-06-07 14:54:00,mixed,485.85,24.29,461.56
41016,2,,2026-06-08 15:55:00,wechat,485.85,0.0,485.85
41017,1,3017,2026-06-09 16:56:00,alipay,492.96,24.65,468.31
41018,2,3018,2026-06-10 17:57:00,card,485.85,24.29,461.56
41019,1,3019,2026-06-11 18:58:00,cash,485.85,24.29,461.56
41020,2,3020,2026-06-12 19:59:00,mixed,492.96,24.65,468.31
41021,1,3021,2026-06-13 10:00:00,wechat,485.85,24.29,461.56
41022,2,3022,2026-06-14 11:01:00,alipay,485.85,24.29,461.56
41023,1,,2026-06-15 12:02:00,card,492.96,0.0,492.96
41024,2,3024,2026-06-16 13:03:00,cash,485.85,24.29,461.56
41025,1,3025,2026-06-17 14:04:00,mixed,485.85,24.29,461.56
41026,2,3026,2026-06-18 15:05:00,wechat,492.96,24.65,468.31
41027,1,3027,2026-06-19 16:06:00,alipay,485.85,24.29,461.56
41028,2,3028,2026-06-20 17:07:00,card,485.85,24.29,461.56
41029,1,3029,2026-06-21 18:08:00,cash,492.96,24.65,468.31
41030,2,,2026-06-22 19:09:00,mixed,485.85,0.0,485.85
41031,1,3031,2026-06-23 10:10:00,wechat,485.85,24.29,461.56
41032,2,3032,2026-06-24 11:11:00,alipay,492.96,24.65,468.31
41033,1,3033,2026-06-25 12:12:00,card,485.85,24.29,461.56
41034,2,3034,2026-06-26 13:13:00,cash,485.85,24.29,461.56
41035,1,3035,2026-06-27 14:14:00,mixed,492.96,24.65,468.31
41036,2,3036,2026-06-28 15:15:00,wechat,485.85,24.29,461.56
41037,1,,2026-06-01 16:16:00,alipay,485.85,0.0,485.85
41038,2,3038,2026-06-02 17:17:00,card,492.96,24.65,468.31
41039,1,3039,2026-06-03 18:18:00,cash,485.85,24.29,461.56
41040,2,3040,2026-06-04 19:19:00,mixed,485.85,24.29,461.56
41041,1,3041,2026-06-05 10:20:00,wechat,492.96,24.65,468.31
41042,2,3042,2026-06-06 11:21:00,alipay,485.85,24.29,461.56
41043,1,3043,2026-06-07 12:22:00,card,485.85,24.29,461.56
41044,2,,2026-06-08 13:23:00,cash,492.96,0.0,492.96
41045,1,3045,2026-06-09 14:24:00,mixed,485.85,24.29,461.56
41046,2,3046,2026-06-10 15:25:00,wechat,485.85,24.29,461.56
41047,1,3047,2026-06-11 16:26:00,alipay,492.96,24.65,468.31
41048,2,3048,2026-06-12 17:27:00,card,485.85,24.29,461.56
41049,1,3049,2026-06-13 18:28:00,cash,485.85,24.29,461.56
41050,2,3050,2026-06-14 19:29:00,mixed,492.96,24.65,468.31
41051,1,,2026-06-15 10:30:00,wechat,485.85,0.0,485.85
41052,2,3052,2026-06-16 11:31:00,alipay,485.85,24.29,461.56
41053,1,3053,2026-06-17 12:32:00,card,492.96,24.65,468.31
41054,2,3054,2026-06-18 13:33:00,cash,485.85,24.29,461.56
41055,1,3055,2026-06-19 14:34:00,mixed,485.85,24.29,461.56
41056,2,3056,2026-06-20 15:35:00,wechat,492.96,24.65,468.31
41057,1,3057,2026-06-21 16:36:00,alipay,485.85,24.29,461.56
41058,2,,2026-06-22 17:37:00,card,485.85,0.0,485.85
41059,1,3059,2026-06-23 18:38:00,cash,492.96,24.65,468.31
41060,2,3060,2026-06-24 19:39:00,mixed,485.85,24.29,461.56
41061,1,3061,2026-06-25 10:40:00,wechat,485.85,24.29,461.56
41062,2,3062,2026-06-26 11:41:00,alipay,492.96,24.65,468.31
41063,1,3063,2026-06-27 12:42:00,card,485.85,24.29,461.56
41064,2,3064,2026-06-28 13:43:00,cash,485.85,24.29,461.56
41065,1,,2026-06-01 14:44:00,mixed,492.96,0.0,492.96
41066,2,3066,2026-06-02 15:45:00,wechat,485.85,24.29,461.56
41067,1,3067,2026-06-03 16:46:00,alipay,485.85,24.29,461.56
41068,2,3068,2026-06-04 17:47:00,card,492.96,24.65,468.31
41069,1,3069,2026-06-05 18:48:00,cash,485.85,24.29,461.56
41070,2,3070,2026-06-06 19:49:00,mixed,485.85,24.29,461.56
41071,1,3071,2026-06-07 10:50:00,wechat,492.96,24.65,468.31
41072,2,,2026-06-08 11:51:00,alipay,485.85,0.0,485.85
41073,1,3073,2026-06-09 12:52:00,card,485.85,24.29,461.56
41074,2,3074,2026-06-10 13:53:00,cash,492.96,24.65,468.31
41075,1,3075,2026-06-11 14:54:00,mixed,485.85,24.29,461.56
41076,2,3076,2026-06-12 15:55:00,wechat,485.85,24.29,461.56
41077,1,3077,2026-06-13 16:56:00,alipay,492.96,24.65,468.31
41078,2,3078,2026-06-14 17:57:00,card,485.85,24.29,461.56
41079,1,,2026-06-15 18:58:00,cash,485.85,0.0,485.85
41080,2,3080,2026-06-16 19:59:00,mixed,492.96,24.65,468.31
41081,1,3081,2026-06-17 10:00:00,wechat,485.85,24.29,461.56
41082,2,3082,2026-06-18 11:01:00,alipay,485.85,24.29,461.56
41083,1,3083,2026-06-19 12:02:00,card,492.96,24.65,468.31
41084,2,3084,2026-06-20 13:03:00,cash,485.85,24.29,461.56
41085,1,3085,2026-06-21 14:04:00,mixed,485.85,24.29,461.56
41086,2,,2026-06-22 15:05:00,wechat,492.96,0.0,492.96
41087,1,3087,2026-06-23 16:06:00,alipay,485.85,24.29,461.56
41088,2,3088,2026-06-24 17:07:00,card,485.85,24.29,461.56
41089,1,3089,2026-06-25 18:08:00,cash,492.96,24.65,468.31
41090,2,3090,2026-06-26 19:09:00,mixed,485.85,24.29,461.56
41091,1,3091,2026-06-27 10:10:00,wechat,485.85,24.29,461.56
41092,2,3092,2026-06-28 11:11:00,alipay,492.96,24.65,468.31
41093,1,,2026-06-01 12:12:00,card,485.85,0.0,485.85
41094,2,3094,2026-06-02 13:13:00,cash,485.85,24.29,461.56
41095,1,3095,2026-06-03 14:14:00,mixed,492.96,24.65,468.31
41096,2,3096,2026-06-04 15:15:00,wechat,485.85,24.29,461.56
41097,1,3097,2026-06-05 16:16:00,alipay,485.85,24.29,461.56
41098,2,3098,2026-06-06 17:17:00,card,492.96,24.65,468.31
41099,1,3099,2026-06-07 18:18:00,cash,485.85,24.29,461.56
41100,2,,2026-06-08 19:19:00,mixed,485.85,0.0,485.85
41101,1,3101,2026-06-09 10:20:00,wechat,492.96,24.65,468.31
41102,2,3102,2026-06-10 11:21:00,alipay,485.85,24.29,461.56
41103,1,3103,2026-06-11 12:22:00,card,485.85,24.29,461.56
41104,2,3104,2026-06-12 13:23:00,cash,492.96,24.65,468.31
41105,1,3105,2026-06-13 14:24:00,mixed,485.85,24.29,461.56
41106,2,3106,2026-06-14 15:25:00,wechat,485.85,24.29,461.56
41107,1,,2026-06-15 16:26:00,alipay,492.96,0.0,492.96
41108,2,3108,2026-06-16 17:27:00,card,485.85,24.29,461.56
41109,1,3109,2026-06-17 18:28:00,cash,485.85,24.29,461.56
41110,2,3110,2026-06-18 19:29:00,mixed,492.96,24.65,468.31
41111,1,3111,2026-06-19 10:30:00,wechat,485.85,24.29,461.56
41112,2,3112,2026-06-20 11:31:00,alipay,485.85,24.29,461.56
41113,1,3113,2026-06-21 12:32:00,card,492.96,24.65,468.31
41114,2,,2026-06-22 13:33:00,cash,485.85,0.0,485.85
41115,1,3115,2026-06-23 14:34:00,mixed,485.85,24.29,461.56
41116,2,3116,2026-06-24 15:35:00,wechat,492.96,24.65,468.31
41117,1,3117,2026-06-25 16:36:00,alipay,485.85,24.29,461.56
41118,2,3118,2026-06-26 17:37:00,card,485.85,24.29,461.56
41119,1,3119,2026-06-27 18:38:00,cash,492.96,24.65,468.31
41120,2,3120,2026-06-28 19:39:00,mixed,485.85,24.29,461.56
41121,1,,2026-06-01 10:40:00,wechat,485.85,0.0,485.85
41122,2,3122,2026-06-02 11:41:00,alipay,492.96,24.65,468.31
41123,1,3123,2026-06-03 12:42:00,card,485.85,24.29,461.56
41124,2,3124,2026-06-04 13:43:00,cash,485.85,24.29,461.56
41125,1,3125,2026-06-05 14:44:00,mixed,492.96,24.65,468.31
41126,2,3126,2026-06-06 15:45:00,wechat,485.85,24.29,461.56
41127,1,3127,2026-06-07 16:46:00,alipay,485.85,24.29,461.56
41128,2,,2026-06-08 17:47:00,card,492.96,0.0,492.96
41129,1,3129,2026-06-09 18:48:00,cash,485.85,24.29,461.56
41130,2,3130,2026-06-10 19:49:00,mixed,485.85,24.29,461.56
41131,1,3131,2026-06-11 10:50:00,wechat,492.96,24.65,468.31
41132,2,3132,2026-06-12 11:51:00,alipay,485.85,24.29,461.56
41133,1,3133,2026-06-13 12:52:00,card,485.85,24.29,461.56
41134,2,3134,2026-06-14 13:53:00,cash,492.96,24.65,468.31
41135,1,,2026-06-15 14:54:00,mixed,485.85,0.0,485.85
41136,2,3136,2026-06-16 15:55:00,wechat,485.85,24.29,461.56
41137,1,3137,2026-06-17 16:56:00,alipay,492.96,24.65,468.31
41138,2,3138,2026-06-18 17:57:00,card,485.85,24.29,461.56
41139,1,3139,2026-06-19 18:58:00,cash,485.85,24.29,461.56
41140,2,3140,2026-06-20 19:59:00,mixed,492.96,24.65,468.31
41141,1,3141,2026-06-21 10:00:00,wechat,485.85,24.29,461.56
41142,2,,2026-06-22 11:01:00,alipay,485.85,0.0,485.85
41143,1,3143,2026-06-23 12:02:00,card,492.96,24.65,468.31
41144,2,3144,2026-06-24 13:03:00,cash,485.85,24.29,461.56
41145,1,3145,2026-06-25 14:04:00,mixed,485.85,24.29,461.56
41146,2,3146,2026-06-26 15:05:00,wechat,492.96,24.65,468.31
41147,1,3147,2026-06-27 16:06:00,alipay,485.85,24.29,461.56
41148,2,3148,2026-06-28 17:07:00,card,485.85,24.29,461.56
41149,1,,2026-06-01 18:08:00,cash,492.96,0.0,492.96
41150,2,3150,2026-06-02 19:09:00,mixed,485.85,24.29,461.56
41151,1,3151,2026-06-03 10:10:00,wechat,485.85,24.29,461.56
41152,2,3152,2026-06-04 11:11:00,alipay,492.96,24.65,468.31
41153,1,3153,2026-06-05 12:12:00,card,485.85,24.29,461.56
41154,2,3154,2026-06-06 13:13:00,cash,485.85,24.29,461.56
41155,1,3155,2026-06-07 14:14:00,mixed,492.96,24.65,468.31
41156,2,,2026-06-08 15:15:00,wechat,485.85,0.0,485.85
41157,1,3157,2026-06-09 16:16:00,alipay,485.85,24.29,461.56
