source_query_category,source_query,title,isbn,authors,publisher,publish_year,publish_date_raw,page_count,language,category_name,unit,suggested_unit_price,status,openlibrary_key
计算机,database systems,Error detecting codes,9780792396291,Torleiv Kløve; Valery Korzhik,Springer,1995,,259,eng,计算机,本,79.0,onsale,/works/OL7155729W
计算机,database systems,Web and Wireless Geographical Information Systems,9783642292477,Sergio Martino,Springer Berlin Heidelberg,2012,,,eng,计算机,本,79.0,onsale,/works/OL19910768W
计算机,database systems,OCP,9781282121843,Doug Stuns; Matthew Weishan,Sybex,2002,,576,eng,计算机,本,79.0,onsale,/works/OL19596716W
计算机,database systems,"Usenix Distributed and Multiprocessor Systems (Sedms III Symposium Proceedings, Newport Beach, Ca)",9781880446416,Software Engineering Research Center,USENIX Association,1992,,332,eng,计算机,本,79.0,onsale,/works/OL9842391W
计算机,database systems,"Data Management in Cloud, Grid and P2P Systems",9783319100661,Abdelkader Hameurlain,Imprint: Springer,2012,,95,eng,计算机,本,79.0,onsale,/works/OL19840074W
计算机,database systems,Next Generation Information Technologies and Systems,9783642049415,Yishai A. Feldman,Springer Berlin Heidelberg,2009,,,eng,计算机,本,79.0,onsale,/works/OL16917952W
计算机,database systems,Distributed intelligence,9780538109307,William E. Leigh,South-Western Pub. Co.,1987,,562,eng,计算机,本,79.0,onsale,/works/OL4134155W
计算机,database systems,Emerging research in Web information systems and mining,9783642242724,"WISM 2011 (2011 Taiyuan, China)",Springer,2011,,456,eng,计算机,本,79.0,onsale,/works/OL16645472W
计算机,database systems,Hypertext,9780134416434,Cliff McKnight; Andrew Dillon,Ellis Horwood Ltd,1993,,200,eng,计算机,本,79.0,onsale,/works/OL9296259M
计算机,database systems,Proceedings of the workshop on mdic 2004,9789812561374,Michele Nappi,World Scientific Publishing Company,2005,,124,eng,计算机,本,79.0,onsale,/works/OL16955454W
计算机,database systems,"Proceedings of the eighth Euromicro Workshop on Real-Time Systems, June 12-14, 1996, L'Aquila, Italy",9780818674969,"Euromicro Workshop on Real-Time Systems (8th 1996 L'Aquila, Italy); Euromicro Workshop On Real Time Systems; Institute of Electrical and Electronics Engineers",IEEE Computer Society Press,1996,,303,eng,计算机,本,79.0,onsale,/works/OL13689956W
计算机,database systems,Oca Oracle Solaris 11 System Administration Exam Guide Exam 1z0821,9780071775748,Paul Watters,McGraw-Hill Education,2012,,555,,计算机,本,79.0,onsale,/works/OL17460268W
计算机,database systems,Fifth Workshop on Hot Topics in Operating Systems (HotOS-V),9780818670817,"Workshop on Hot Topics in Operating Systems (5th 1995 Orcas Island, Wash.)",IEEE Computer Society Press,1995,,145,eng,计算机,本,79.0,onsale,/works/OL3540518W
计算机,database systems,Visual information and information systems,9783540660798,Gerhard Goos; Juris Hartmanis,Springer,1999,,827,eng,计算机,本,79.0,onsale,/works/OL18648831W
计算机,database systems,Astronomical data analysis software and systems XVI,9781583813133,Ariz.) Astronomical Data Analysis Software and Systems (Conference) (16th 2006 Tucson,Astronomical Society of the Pacific,2007,,791,eng,计算机,本,79.0,onsale,/works/OL33187603W
计算机,database systems,On the Move to Meaningful Internet Systems : OTM 2014 Conferences : Confederated International Conferences,9783662455630,Robert Meersman; Herve Panetto; Tharam Dillon; Michele Missikoff; Lin Liu,"Springer London, Limited",2014,,804,eng,计算机,本,79.0,onsale,/works/OL25622972W
计算机,database systems,Storage and retrieval methods and applications for multimedia 2005,9780819456557,Rainer Lienhart; Edward Chang,SPIE,2005,,358,eng,计算机,本,79.0,onsale,/works/OL19007616W
计算机,database systems,On the Move to Meaningful Internet Systems : OTM 2016 Conferences : Confederated International Conferences,9783319484723,Christophe Debruyne; Hervé Panetto; Robert Meersman; Tharam Dillon; Eva Kühn,Springer,2016,,977,eng,计算机,本,79.0,onsale,/works/OL25624420W
计算机,database systems,Power Pack for the IBM PC With IBM Diskette,9780801614514,Paul Dravillas; Brian K. Williams; Steven Stilwell,Richard D Irwin,1989,,481,eng,计算机,本,79.0,onsale,/works/OL17934971W
计算机,database systems,Information Processing and Management of Uncertainty,9783319087955,Anne Laurent; Olivier Strauss; Bernadette Bouchon-Meunier; Ronald R. Yager,"Springer London, Limited",2014,,617,eng,计算机,本,79.0,onsale,/works/OL20691673W
计算机,database systems,Web Information Systems Engineering WISE 2010 Workshops Lecture Notes in Computer Science,9783642243950,Ladjel Bellatreche,Springer,2011,,,,计算机,本,79.0,onsale,/works/OL17541201W
计算机,database systems,Peoplesoft V8 on Zseries Using Sysplex Data Sharing And Enterprise Storage Systems,9780738498737,IBM Redbooks,IBM.Com/Redbooks,2004,,146,eng,计算机,本,79.0,onsale,/works/OL8413697W
计算机,database systems,Artificial Immune Systems (vol. # 3627),9783540281757,"Christian Jacob; Bentley, Peter; Jonathan Timmis",Springer,2005,,500,eng,计算机,本,79.0,onsale,/works/OL16930565W
计算机,database systems,Web and Wireless Geographical Information Systems,9783642370878,Steve H. L. Liang,Imprint: Springer,2013,,223,eng,计算机,本,79.0,onsale,/works/OL19910767W
计算机,database systems,Business object design and implementation II,9781852331085,"Object-oriented Programming Systems, Languages, and Applications. Conference.; Workshop on Security for Object-Oriented Systems; D. Patel; Jeffrey Victor Sutherland; J. Miller",Springer,1998,,201,eng,计算机,本,79.0,onsale,/works/OL1987974W
计算机,database systems,USBC (Universal Standard Book Code),9780712310208,F. H. Ayres,"BritishLibrary, Bibliographic Services Division",1984,,73,eng,计算机,本,79.0,onsale,/works/OL18249793W
计算机,database systems,"Proceedings, the Sixteenth Symposium on Reliable Distributed Systems, Regal University Hotel, Durham, North Carolina, October 22-24, 1997; sponsors, IEEE Computer Society Technical Committees on Distributed Processing, Fault -Tolerant Computing, and Operating Systems in collaboration with Center for Advanced Computing and Communications",9780818681783,"Symposium on Reliable Distributed Systems (16th 1997 Durham, N.C.)",IEEE Computer Society,1997,,191,eng,计算机,本,79.0,onsale,/works/OL12337070W
计算机,database systems,Fuzzy relational data bases,9783885851882,Maria Zemankova-Leech,Verl. TÜV Rheinland,1984,,180,eng,计算机,本,79.0,onsale,/works/OL5447442W
计算机,database systems,Running SAP solutions with IBM DB2 10 for z/OS on the IBM zEnterprise System,9780738436418,Lydia Parziale,IBM Redbooks,2012,,206,eng,计算机,本,79.0,onsale,/works/OL32221181W
计算机,database systems,Models and methods for the management of dynamic information in Geo Informatic Systems,9789171534002,Anita Håkansson,"School of Business, Stockholm University",1995,,,eng,计算机,本,79.0,onsale,/works/OL42120002W
计算机,database systems,Assessing the use of DOE's fossil energy information system (The Rand publication series),9780833008084,Jeffrey A. Drezner,Rand Corp,1987,,68,eng,计算机,本,79.0,onsale,/works/OL2717511W
计算机,database systems,Land resources information systems for food security in SADC countries,9789251044278,Food and Agriculture Organization of the,Food & Agriculture Organization of the UN (FA,2000,,83,eng,计算机,本,79.0,onsale,/works/OL18947870W
计算机,database systems,Proceedings of the Third International Conference on Parallel and Distributed Information Systems,9780818664007,Association for Computing Machinery.,IEEE Computer Society Press,1994,,288,eng,计算机,本,79.0,onsale,/works/OL5126418W
计算机,database systems,Proceedings of WORDS'96,9780818675706,"Workshop on Object-Oriented Real-Time Dependable Systems (2nd 1996 Laguna Beach, Calif.)",IEEE Computer Society Press,1996,,241,eng,计算机,本,79.0,onsale,/works/OL3373153W
计算机,database systems,Decoherence and its implications in quantum computation and information transfer,9781586032111,"NATO Advanced Research Workshop on Decoherence and its Implications in Quantum Computation and Information Transfer (2000 Mykonos, Greece); Greece) NATO Advanced Research Workshop on Decoherence and its Implications in Quantum Computation and Information Transfer (2000 : Mykonos; Patrice E. A. Turchi",IOS Press,2001,,368,eng,计算机,本,79.0,onsale,/works/OL13592096W
计算机,database systems,A data base management system developed for the Cuban minicomputer CID 300/10,9789633112281,Miguel Fonfria Atan,"Computer and Automation Institute, Hungarian Academy of Sciences",1987,,159,eng,计算机,本,79.0,onsale,/works/OL4831449W
计算机,database systems,Getting Started with Citrix XenApp® 7. 6,9781784394233,Konstantin Cvetanov,"Packt Publishing, Limited",2015,,,eng,计算机,本,79.0,onsale,/works/OL28619681W
计算机,database systems,Conceptual Modeling for New Information Systems Technologies,9783540461401,Hiroshi Arisawa; Yahiko Kambayashi; Vijay Kumar; Heinrich C. Mayr; Ingrid Hunt,Springer Berlin Heidelberg,2002,,,eng,计算机,本,79.0,onsale,/works/OL19836950W
计算机,database systems,Data base management systems,9780708108260,Garth Leslie Wolfendale,Australian National University Press,1977,,141,eng,计算机,本,79.0,onsale,/works/OL22589347W
计算机,database systems,"OOIS '96, 1996 International Conference on Object Oriented Information Systems, 16-18 December 1996, London",9783540761327,"International Conference on Object Oriented Information Systems (3rd 1996 London, England)",Springer,1997,,514,eng,计算机,本,79.0,onsale,/works/OL3334448W
计算机,database systems,Knowledge-based and intelligent information and engineering systems,9783642153921,"International Conference on Knowledge-Based Intelligent Information and Engineering Systems (14th 2010 Cardiff, Wales)",Springer,2010,,,eng,计算机,本,79.0,onsale,/works/OL16668592W
计算机,database systems,On the move to meaningful internet systems 2008,9783540888703,"International Conference on Cooperative Information Systems (2008 Monterrey, Mexico)",Springer,2008,,,eng,计算机,本,79.0,onsale,/works/OL19557518W
计算机,database systems,"OOIS '94, 1994 International Conference on Object Oriented Information Systems, 19-21 December 1994, London",9783540199274,"International Conference on Object Oriented Information Systems (1994 London, England)",Springer-Verlag,1995,,503,eng,计算机,本,79.0,onsale,/works/OL3519561W
计算机,database systems,"Proceedings of the workshop, Dynamical systems and artificial intelligence applied to data banks in geophysics",9782879770321,J. Bonnin,Centre Européen de Géodynamique et de Séismologie,1995,,193,eng,计算机,本,79.0,onsale,/works/OL18934531W
计算机,database systems,Transactions on Large-Scale Data- and Knowledge-Centered Systems VIII,9783642375736,Abdelkader Hameurlain; Josef Küng; Roland Wagner; Alfredo Cuzzocrea; Umeshwar Dayal,"Springer London, Limited",2013,,197,eng,计算机,本,79.0,onsale,/works/OL25618146W
计算机,database systems,4th International Workshop on Object-Oriented Real-Time Dependable Systems (Words '99),9780769501031,IEEE International Workshop on Object-Oriented Real-Time Dependable Systems,Institute of Electrical & Electronics Enginee,1999,,300,eng,计算机,本,79.0,onsale,/works/OL9507003W
计算机,database systems,GIS,9789810214456,Far-East Workshop on Geographic Information Systems. (1993 Singapore).,World Scientific,1993,,447,eng,计算机,本,79.0,onsale,/works/OL12866380W
计算机,database systems,Data Mining and Reverse Engineering,9781475749106,Stefano Spaccapietra,Springer US,1998,,501,eng,计算机,本,79.0,onsale,/works/OL19840107W
计算机,database systems,Business Modeling and Data Mining (The Morgan Kaufmann Series in Data Management Systems),9781558606531,Dorian Pyle,Elsevier Science,2003,,650,eng,计算机,本,79.0,onsale,/works/OL14863552W
计算机,database systems,Specification and prototypical execution of integrity concepts for domain-specific data base management systems,9783860642115,Stefan Karl Scherrer,Verlag Dr. Kovac,1994,,193,eng,计算机,本,79.0,onsale,/works/OL42027456W
计算机,database systems,"Evaluation of methods and techniques for the analysis, design, and implementation of information systems",9789062330850,J. Blank,Academic Service,1982,,241,eng,计算机,本,79.0,onsale,/works/OL22739907W
计算机,database systems,Scaling Oracle8i,9780201325744,James Morle,Addison-Wesley Professional,1999,,513,eng,计算机,本,79.0,onsale,/works/OL8019858W
计算机,database systems,Developing Information Systems For Windows And Web Applications In Engineering Business And Science,9781439860595,Nong Ye,CRC Press,,,,,计算机,本,79.0,onsale,/works/OL17500367W
计算机,database systems,The Semantic Web Iswc 2010 Lecture Notes in Computer Science Information Systems and,9783642177453,Peter F. Patel-Schneider,Springer,2011,,,,计算机,本,79.0,onsale,/works/OL17548822W
计算机,database systems,Web content delivery,9780387243566,Jianliang Xu; Samuel T. Chanson,Springer,2005,,394,eng,计算机,本,79.0,onsale,/works/OL18798857W
计算机,database systems,SAS(R) 9.1.3 Intelligence Platform,9781599942865,SAS Publishing,Brand: SAS Institute,2006,,228,eng,计算机,本,79.0,onsale,/works/OL8833952W
计算机,database systems,"OOIS '97, 1997 International Conference on Object-Oriented Information Systems, 10-12 November 1997, Brisbane",9783540761709,"International Conference on Object Oriented Information Systems (4th 1997 Brisbane, Qld.)",Springer,1998,,514,eng,计算机,本,79.0,onsale,/works/OL2715767W
计算机,database systems,Innovations in supply chain management for information systems,9781605669755,John Wang,Business Science Reference,2008,,397,eng,计算机,本,79.0,onsale,/works/OL18349537W
计算机,database systems,Global Trends in Computing and Communication Systems,9783642292194,P. Venkata Krishna,Springer Berlin Heidelberg,2012,,,eng,计算机,本,79.0,onsale,/works/OL19853108W
计算机,database systems,Data Management in Grid and Peer-to-Peer Systems,9783642037153,Abdelkader Hameurlain,Springer Berlin Heidelberg,2009,,,eng,计算机,本,79.0,onsale,/works/OL16917248W
计算机,database systems,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXIV,9783662559468,Abdelkader Hameurlain; Josef Küng; Roland Wagner; Hendrik Decker,Springer,2017,,194,,计算机,本,79.0,onsale,/works/OL20850506W
计算机,database systems,Data management in grid and peer-to-peer systems,9783642151071,"Globe 2010 (2010 Bilbao, Spain)",Springer,2010,,159,eng,计算机,本,79.0,onsale,/works/OL16662518W
计算机,database systems,power reactor information system (PRIS) and extension to non-electrical Applications,9789201047045,IAEA,International Atomic Energy Agency,2005,,112,eng,计算机,本,79.0,onsale,/works/OL27324710W
计算机,database systems,Agent intelligence through data mining,9780387243528,Andreas L. Symeonidis; Pericles A. Mitkas,Springer,2006,,221,eng,计算机,本,79.0,onsale,/works/OL18679653W
计算机,database systems,Knowledge Information And Creativity Support Systems 5th International Conference Revised Selected Papers,9783642247873,Thanaruk Theeramunkong,Springer,2011,,,,计算机,本,79.0,onsale,/works/OL17446939W
计算机,database systems,International information,9780872875012,Peter I. Hajnal,Libraries Unlimited,1988,,339,eng,计算机,本,79.0,onsale,/works/OL18341370W
计算机,database systems,Data-driven organization design,9780749474423,Rupert Morrison,"Kogan Page, Limited",2015,,361,eng,计算机,本,79.0,onsale,/works/OL20023176W
计算机,database systems,Proceedings of the Fourth International Conference on Parallel and Distributed Information Systems,9780818674754,Fla.) International Conference on Parallel and Distributed Information Systems (4th : 1996 : Miami Beach,Harlequin Books,1996,,295,eng,计算机,本,79.0,onsale,/works/OL9619705W
计算机,database systems,Catalogue of systems for the monitoring of working conditions relating to health and safety,9789282643129,European Foundation for the Improvement of Living and Working Conditions.,The Foundation,1992,,187,eng,计算机,本,79.0,onsale,/works/OL2616569W
计算机,database systems,Harnessing full value from the DoD Serum Repository and the Defense Medical Surveillance System,9780833049100,Melinda Moore,RAND,2010,,128,eng,计算机,本,79.0,onsale,/works/OL23270511W
计算机,database systems,Sap on DB2 for Z/OS and Os/390 DB2 System Cloning,9780738423203,IBM Redbooks,Ibm,2001,,138,eng,计算机,本,79.0,onsale,/works/OL8413817W
计算机,database systems,Foundations of intelligent systems,9783540410942,Zbigniew Raś,Springer,2000,,646,eng,计算机,本,79.0,onsale,/works/OL18762580W
计算机,database systems,Proceedings of the First International Conference on Parallel and Distributed Information Systems,9780818622953,Association for Computing Machinery.,IEEE Computer Society Press,1991,,320,eng,计算机,本,79.0,onsale,/works/OL5126413W
计算机,database systems,Third International Workshop on Advanced Issues of E-Commerce and Web-Based Information Systems,9780769512242,"International Workshop on Advance Issues of E-commerce and Web-based Information Systems (3rd 2001 San Jose, California)",IEEE Computer Society,2001,,231,eng,计算机,本,79.0,onsale,/works/OL6224990W
计算机,database systems,Bioinformatics,9781558608290,Terence Critchlow,Morgan Kaufmann,2003,,441,eng,计算机,本,79.0,onsale,/works/OL17671894W
计算机,database systems,"RIDE-IMS '93, Third International Workshop on Research Issues in Data Engineering",9780818637117,"International Workshop on Research Issues in Data Engineerings (3rd 1993 Vienna, Austria); Hans-Jorg Schek; Amit P. Sheth",Institute of Electrical & Electronics Enginee,1993,,279,eng,计算机,本,79.0,onsale,/works/OL4328194W
计算机,database systems,Powering SOA solutions with IMS,9780738432380,Gary Wicks,"IBM, International Technical Support Organization",2009,,392,eng,计算机,本,79.0,onsale,/works/OL33279967W
计算机,database systems,Decision Making Handbook,9798423637279,Jerry Ramonyai,Independently Published,2021,,,eng,计算机,本,79.0,onsale,/works/OL31084778W
计算机,database systems,"Four software tools, with Lotus 1-2-3 (release 2.2)",9780534135249,Tim Duffy,Wadsworth,1990,,,eng,计算机,本,79.0,onsale,/works/OL1704646W
计算机,database systems,Knowledge-Based and Intelligent Information and Engineering Systems,9783642238543,Andreas König,Springer-Verlag GmbH Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16946035W
计算机,database systems,Knowledge-Based and Intelligent Information and Engineering Systems,9783642238505,Andreas König,Springer-Verlag GmbH Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16946417W
计算机,database systems,In-memory computing with SAP HANA on IBM eX5 and X6 systems,9780738439907,Martin Bachmaier,"IBM Corp., International Technical Support Organization",2014,,,eng,计算机,本,79.0,onsale,/works/OL38959737W
计算机,database systems,Knowledge-Based and Intelligent Information and Engineering Systems,9783642238666,Andreas König,Springer-Verlag GmbH Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16945587W
计算机,database systems,Knowlege-Based and Intelligent Information and Engineering Systems,9783642238628,Andreas König,Springer,2011,,726,eng,计算机,本,79.0,onsale,/works/OL16945941W
计算机,database systems,Data Management in Grid and Peer-to-Peer Systems,9783642229473,Abdelkader Hameurlain,Springer-Verlag Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16946410W
计算机,database systems,The Web Resource Space Model (Web Information Systems Engineering and Internet Technologies Book Series),9780387727714,Hai Zhuge,Springer,2007,,234,eng,计算机,本,79.0,onsale,/works/OL9147607W
计算机,database systems,Web Information Systems Engineering - WISE 2005 Workshops,9783540300182,Mike Dean,Springer,2005,,275,eng,计算机,本,79.0,onsale,/works/OL16934185W
计算机,database systems,On the move to meaningful Internet systems 2004,9783540236641,"OTM Confederated International Workshops (2004 Agia Napa, Cyprus)",Springer,2004,,1265,eng,计算机,本,79.0,onsale,/works/OL12233064W
计算机,database systems,Proceedings of the Usenix Symposium on Experiences With Distributed and Multiprocessor Systems (Sedms IV),9781880446546,Sigarch,Usenix Association,1993,,304,,计算机,本,79.0,onsale,/works/OL8641356W
计算机,database systems,On the Move to Meaningful Internet Systems OTM 2011 Lecture Notes in Computer Science,9783642251054,Pilar Herrero,Springer,2011,,,,计算机,本,79.0,onsale,/works/OL17541222W
计算机,database systems,Astronomical data analysis software and systems XVIII,9781583817032,Québec) Astronomical Data Analysis Software and Systems (18th 2008 Québec City,Astronomical Society of the Pacific,2009,,588,eng,计算机,本,79.0,onsale,/works/OL33311009W
计算机,database systems,Second International Workshop on Advanced Issues of E-Commerce and Web-Based Information Systems/Wecwis 2000,9780769506104,IEEE Computer Society,Institute of Electrical & Electronics Enginee,2000,,250,eng,计算机,本,79.0,onsale,/works/OL6927217W
计算机,database systems,"The European soil information system : proceedings of a Technical Consultation, Rome, Italy, 2-3 September 1999",9789251044544,Food and Agriculture Organization of the United Nations,Food and Agriculture Organization of the United Nations,2000,,150,"eng,fre",计算机,本,79.0,onsale,/works/OL19568398W
计算机,database systems,Global Trends in Information Systems and Software Applications,9783642292163,P. Venkata Krishna,Springer Berlin Heidelberg,2012,,,eng,计算机,本,79.0,onsale,/works/OL19853109W
计算机,database systems,The Web Resource Space Model (Web Information Systems Engineering and Internet Technologies Book Series 4),9780387727721,Hai Zhuge,Springer,2007,,234,,计算机,本,79.0,onsale,/works/OL19141747W
计算机,database systems,"Changes and enhancements to System 2000 software, release 5.0 for Unisys 1100 and 2200 series computers",9781555441616,SAS Institute,SAS Institute Inc.,1989,,,eng,计算机,本,79.0,onsale,/works/OL19219529W
计算机,database systems,Access 2000 client/server solutions,9781576104170,Lars Klander; Mary Pyefinch,Coriolis,1999,,719,eng,计算机,本,79.0,onsale,/works/OL16052568W
计算机,database systems,The CHILDES project,9780805820270,Brian MacWhinney,L. Erlbaum,1991,,421,eng,计算机,本,79.0,onsale,/works/OL3741832W
计算机,database systems,Enabling Real-Time Business Intelligence,9783642229695,Malu Castellanos,Springer-Verlag GmbH Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16941838W
计算机,database systems,Oracle Business Intelligence Enterprise Edition 12c - Second Edition: Build your organization's Business Intelligence system,9781786464712,Adrian Ward; Christian Screen; Haroun Khan,Packt Publishing,2017,,578,,计算机,本,79.0,onsale,/works/OL19543346W
计算机,database systems,Soft Computing in XML Data Management,9783642264016,Zongmin Ma; Li Yan,Springer,2010,,325,eng,计算机,本,79.0,onsale,/works/OL20726816W
计算机,database systems,XML for Data Architects,9780080521435,James Bean,Morgan Kaufmann,2003,,250,eng,计算机,本,79.0,onsale,/works/OL2892064W
计算机,database systems,On the Move to Meaningful Internet Systems : OTM 2015 Workshops : Confederated International Workshops,9783319261386,Ioana Ciuciu; Hervé Panetto; Christophe Debruyne; Alexis Aubry; Peter Bollen,"Springer London, Limited",2015,,593,eng,计算机,本,79.0,onsale,/works/OL20692789W
计算机,database systems,9th Ieee International Workshop On Object-oriented Real-time Dependable Systems Words 2003 Fall,9780769520544,Italy) IEEE International Workshop on Object-Oriented Real-Time Dependable Systems (9th : 2003 : Anacapri,Institute of Electrical & Electronics Enginee,2004,,374,eng,计算机,本,79.0,onsale,/works/OL9507249W
计算机,database systems,Land Resources Information Systems in Asia (World Soil Resources Reports),9789251045169,Food and Agriculture Organization of the United Nations,Food and Agriculture Organization of the United Nations,2000,,96,eng,计算机,本,79.0,onsale,/works/OL376240W
计算机,database systems,"Security, Privacy, and Trust in Modern Data Management",9783540698609,Milan Petkovic; Willem Jonker,Springer,2007,,472,eng,计算机,本,79.0,onsale,/works/OL16946621W
计算机,database systems,Enterprise Information Systems International Conference Centeris 2010 Viana Do Castelo Portugal October 2022 2010 Proceedings,9783642164019,Joao Eduardo Quintela Varajao,Springer,2010,,,,计算机,本,79.0,onsale,/works/OL17399315W
计算机,database systems,Foundations of Augmented Cognition. Directing the Future of Adaptive Systems,9783642218538,Dylan D. Schmorrow,Springer,2011,,696,eng,计算机,本,79.0,onsale,/works/OL16954687W
计算机,database systems,Proceedings,9780769541938,China) Web Information Systems and Applications Conference (7th 2010 Hohhot,IEEE Computer Society,2010,,230,eng,计算机,本,79.0,onsale,/works/OL22424499W
计算机,database systems,SQL:1999,9781558604568,,Morgan Kaufmann,2001,,928,eng,计算机,本,79.0,onsale,/works/OL16980306W
计算机,database systems,Benchmarking Transaction And Analytical Processing Systems The Creation Of A Mixed Workload Benchmark And Its Application,9783642380693,Anja Bog,Springer-Verlag Berlin and Heidelberg GmbH &,2013,,,,计算机,本,79.0,onsale,/works/OL17585984W
计算机,database systems,On the Move to Meaningful Internet Systems: OTM 2009,9783642051517,Robert Meersman,Springer-Verlag Berlin Heidelberg,2009,,,eng,计算机,本,79.0,onsale,/works/OL19892241W
计算机,database systems,"Third International Workshop on Object-Oriented Real-Time Dependable Systems: February 5-7, 1997 Newport Beach, California, U.S.A",9780818680465,Workshop on Object-Oriented Real-Time Dependable Systems 1997 Newport,Institute of Electrical & Electronics Enginee,1997,,356,eng,计算机,本,79.0,onsale,/works/OL9619778W
计算机,database systems,Enabling real-time business intelligence,9783642145582,"BIRTE (Conference) (3rd 2009 Lyon, France)",Springer-Verlag,2010,,173,eng,计算机,本,79.0,onsale,/works/OL16693088W
计算机,database systems,Shape analysis and retrieval of multimedia objects,9781461350330,Maytham H. Safar; Cyrus Shahabi,Kluwer Academic Publishers,2002,,160,eng,计算机,本,79.0,onsale,/works/OL8701354W
计算机,database systems,On the Move to Meaningful Internet Systems: OTM 2010,9783642169342,Robert Meersman,Springer Berlin Heidelberg,2010,,,eng,计算机,本,79.0,onsale,/works/OL16930703W
计算机,database systems,Computational intelligence for knowledge-based system design,9783642140488,"International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems (13th 2010 Dortmund, Germany)",Springer,2010,,771,eng,计算机,本,79.0,onsale,/works/OL16634375W
计算机,database systems,IMS integration and connectivity across the enterprise,9780738439013,Paolo Bruni,"IBM Corp., International Technical Support Organization",2013,,,eng,计算机,本,79.0,onsale,/works/OL41934917W
计算机,database systems,Implement Improve And Expand Your Statewide Longitudinal Data System Creating A Culture Of Data In Education,9781118466773,A. W. Sapp,John Wiley & Sons,2012,,,,计算机,本,79.0,onsale,/works/OL17458309W
计算机,database systems,On the Move to Meaningful Internet Systems: OTM 2012,9783642336157,Robert Meersman,Imprint: Springer,2012,,485,eng,计算机,本,79.0,onsale,/works/OL19892239W
计算机,database systems,Advanced Information Systems Engineering 20th International Conference Caise 2008 Montpellier France June 1620 2008 Proceedings,9783540695332,Michel Leonard,Springer,2008,,588,eng,计算机,本,79.0,onsale,/works/OL17511111W
计算机,database systems,"On the move to meaningful internet systems, OTM 2008 workshops",9783540888741,"OTM Confederated International Workshops (2008 Monterrey, Mexico)",Springer,2008,,1090,eng,计算机,本,79.0,onsale,/works/OL18655305W
计算机,database systems,"Advances in Computers, Volume 49 (Advances in Computers)",9780080545103,Marvin V. Zelkowitz; Marshall C. Yovits,Elsevier Science & Technology,1995,,345,eng,计算机,本,79.0,onsale,/works/OL7938163W
计算机,database systems,.NET Framework 1.1,9780735618169,Microsoft Press,Brand: Microsoft Press,2002,,1800,eng,计算机,本,79.0,onsale,/works/OL11688938W
计算机,database systems,"On the Move to Meaningful Internet Systems 2005 : CoopIS, DOA, and ODBASE",9783540321200,Zahir Tari,"Springer London, Limited",2005,,,eng,计算机,本,79.0,onsale,/works/OL27334842W
计算机,database systems,"On the Move to Meaningful Internet Systems 2006 : CoopIS, DOA, GADA, and ODBASE",9783540482895,Zahir Tari,"Springer London, Limited",2006,,,eng,计算机,本,79.0,onsale,/works/OL27334923W
计算机,database systems,Proceedings of the Second IEEE International Workshop on Intelligent Data Acquisition and Advanced Computing Systems-- Technology and Applications,9780780381384,Institute of Electrical and Electronics Engineers,Institute of Electrical & Electronics Enginee,2003,,544,eng,计算机,本,79.0,onsale,/works/OL8210153W
计算机,database systems,"IEEE International Workshop on Computer Systems Organization, March 29-31, 1983, Sheraton New Orleans Hotel, New Orleans",9780818600104,"IEEE International Workshop on Computer Systems Organization (1983 New Orleans, La.)",IEEE Computer Society Press,1983,,227,eng,计算机,本,79.0,onsale,/works/OL5615483W
计算机,database systems,Massovoe obsluzhivanie,9789854850177,"International Conference ""Modern Mathematical Methods of Investigating the Telecommunicational Networks"" (17th 2003 Gomelʹ, Belarus)",Belorusskiĭ gos. universitet,2003,,278,rus,计算机,本,79.0,onsale,/works/OL13857071W
计算机,database systems,Systèmes d’information pour l’amélioration de la qualité en santé,9782817802855,Pascal M. Staccini,Springer Paris,2012,,,fre,计算机,本,79.0,onsale,/works/OL19905526W
计算机,database systems,On the Move to Meaningful Internet Systems 2005: OTM 2005 Workshops,9783540297390,,Springer,2005,,1228,eng,计算机,本,79.0,onsale,/works/OL16931041W
计算机,database systems,Web Information Systems Engineering Wise 2007 Workshops Wise 2007 International Workshops Nancy France December 3 2007 Proceedings,9783540770091,Mathias Weske,Springer,2007,,518,eng,计算机,本,79.0,onsale,/works/OL17393471W
计算机,database systems,Business Information Quality Applied,9780470134474,Larry P. English,Wiley,2008,,416,eng,计算机,本,79.0,onsale,/works/OL8227356W
计算机,database systems,Agile data warehousing project management,9780123964632,Ralph Hughes,Morgan Kaufmann,2013,,,eng,计算机,本,79.0,onsale,/works/OL16769709W
计算机,database systems,Object Data Standard,9781558606470,"Douglas K. Barry; Jordan, David",Morgan Kaufmann,2000,,300,eng,计算机,本,79.0,onsale,/works/OL20988426W
计算机,database systems,UN-Earth,9789211003857,United Nations. Advisory Committee for the Co-ordination of Information Systems,United Nations,1994,,,eng,计算机,本,79.0,onsale,/works/OL44512623W
