customer_id,member_no,level,points,join_date
3384,M3384,platinum,3611,2026-02-12
3385,M3385,platinum,3628,2026-02-13
3386,M3386,platinum,3645,2026-02-14
3387,M3387,platinum,3662,2026-02-15
3388,M3388,platinum,3679,2026-02-16
3389,M3389,platinum,3696,2026-02-17
3390,M3390,platinum,3713,2026-02-18
3391,M3391,platinum,3730,2026-02-19
3392,M3392,platinum,3747,2026-02-20
3393,M3393,platinum,3764,2026-02-21
3394,M3394,platinum,3781,2026-02-22
3395,M3395,platinum,3798,2026-02-23
3396,M3396,platinum,3815,2026-02-24
3397,M3397,platinum,3832,2026-02-25
3398,M3398,platinum,3849,2026-02-26
3399,M3399,platinum,3866,2026-02-27
3400,M3400,platinum,3883,2026-02-28
3401,M3401,platinum,3900,2026-02-01
3402,M3402,platinum,3917,2026-02-02
3403,M3403,platinum,3934,2026-02-03
3404,M3404,platinum,3951,2026-02-04
3405,M3405,platinum,3968,2026-02-05
3406,M3406,platinum,3985,2026-02-06
3407,M3407,platinum,4002,2026-02-07
3408,M3408,platinum,4019,2026-02-08
3409,M3409,platinum,4036,2026-02-09
3410,M3410,platinum,4053,2026-02-10
3411,M3411,platinum,4070,2026-02-11
3412,M3412,platinum,4087,2026-02-12
3413,M3413,platinum,4104,2026-02-13
3414,M3414,platinum,4121,2026-02-14
3415,M3415,platinum,4138,2026-02-15
3416,M3416,platinum,4155,2026-02-16
3417,M3417,platinum,4172,2026-02-17
3418,M3418,platinum,4189,2026-02-18
3419,M3419,platinum,4206,2026-02-19
3420,M3420,platinum,4223,2026-02-20
3421,M3421,platinum,4240,2026-02-21
3422,M3422,platinum,4257,2026-02-22
3423,M3423,platinum,4274,2026-02-23
3424,M3424,platinum,4291,2026-02-24
3425,M3425,platinum,4308,2026-02-25
3426,M3426,platinum,4325,2026-02-26
3427,M3427,platinum,4342,2026-02-27
3428,M3428,platinum,4359,2026-02-28
3429,M3429,platinum,4376,2026-02-01
3430,M3430,platinum,4393,2026-02-02
3431,M3431,platinum,4410,2026-02-03
3432,M3432,platinum,4427,2026-02-04
3433,M3433,platinum,4444,2026-02-05
3434,M3434,platinum,4461,2026-02-06
3435,M3435,platinum,4478,2026-02-07
3436,M3436,platinum,4495,2026-02-08
3437,M3437,platinum,4512,2026-02-09
3438,M3438,platinum,4529,2026-02-10
3439,M3439,platinum,4546,2026-02-11
3440,M3440,platinum,4563,2026-02-12
3441,M3441,platinum,4580,2026-02-13
3442,M3442,platinum,4597,2026-02-14
3443,M3443,platinum,4614,2026-02-15
3444,M3444,platinum,4631,2026-02-16
3445,M3445,platinum,4648,2026-02-17
3446,M3446,platinum,4665,2026-02-18
3447,M3447,platinum,4682,2026-02-19
3448,M3448,platinum,4699,2026-02-20
3449,M3449,platinum,4716,2026-02-21
3450,M3450,platinum,4733,2026-02-22
3451,M3451,platinum,4750,2026-02-23
3452,M3452,platinum,4767,2026-02-24
3453,M3453,platinum,4784,2026-02-25
3454,M3454,platinum,4801,2026-02-26
3455,M3455,platinum,4818,2026-02-27
3456,M3456,platinum,4835,2026-02-28
3457,M3457,platinum,4852,2026-02-01
3458,M3458,platinum,4869,2026-02-02
3459,M3459,platinum,4886,2026-02-03
3460,M3460,platinum,4903,2026-02-04
3461,M3461,platinum,4920,2026-02-05
3462,M3462,platinum,4937,2026-02-06
3463,M3463,platinum,4954,2026-02-07
3464,M3464,platinum,4971,2026-02-08
3465,M3465,platinum,4988,2026-02-09
3466,M3466,platinum,5005,2026-02-10
3467,M3467,platinum,5022,2026-02-11
3468,M3468,platinum,5039,2026-02-12
3469,M3469,platinum,5056,2026-02-13
3470,M3470,platinum,5073,2026-02-14
3471,M3471,platinum,5090,2026-02-15
3472,M3472,platinum,107,2026-02-16
3473,M3473,platinum,124,2026-02-17
3474,M3474,platinum,141,2026-02-18
3475,M3475,platinum,158,2026-02-19
3476,M3476,platinum,175,2026-02-20
3477,M3477,platinum,192,2026-02-21
3478,M3478,platinum,209,2026-02-22
3479,M3479,platinum,226,2026-02-23
3480,M3480,platinum,243,2026-02-24
3481,M3481,platinum,260,2026-02-25
3482,M3482,platinum,277,2026-02-26
3483,M3483,platinum,294,2026-02-27
3484,M3484,platinum,311,2026-02-28
3485,M3485,platinum,328,2026-02-01
3486,M3486,platinum,345,2026-02-02
3487,M3487,platinum,362,2026-02-03
3488,M3488,platinum,379,2026-02-04
3489,M3489,platinum,396,2026-02-05
3490,M3490,platinum,413,2026-02-06
3491,M3491,platinum,430,2026-02-07
3492,M3492,platinum,447,2026-02-08
3493,M3493,platinum,464,2026-02-09
3494,M3494,platinum,481,2026-02-10
3495,M3495,platinum,498,2026-02-11
3496,M3496,platinum,515,2026-02-12
3497,M3497,platinum,532,2026-02-13
3498,M3498,platinum,549,2026-02-14
3499,M3499,platinum,566,2026-02-15
3500,M3500,platinum,583,2026-02-16
3501,M3501,platinum,600,2026-02-17
3502,M3502,platinum,617,2026-02-18
3503,M3503,platinum,634,2026-02-19
3504,M3504,platinum,651,2026-02-20
3505,M3505,platinum,668,2026-02-21
3506,M3506,platinum,685,2026-02-22
3507,M3507,platinum,702,2026-02-23
3508,M3508,platinum,719,2026-02-24
3509,M3509,platinum,736,2026-02-25
3510,M3510,platinum,753,2026-02-26
3511,M3511,platinum,770,2026-02-27
3512,M3512,platinum,787,2026-02-28
3513,M3513,platinum,804,2026-02-01
3514,M3514,platinum,821,2026-02-02
3515,M3515,platinum,838,2026-02-03
3516,M3516,platinum,855,2026-02-04
3517,M3517,platinum,872,2026-02-05
3518,M3518,platinum,889,2026-02-06
3519,M3519,platinum,906,2026-02-07
3520,M3520,platinum,923,2026-02-08
3521,M3521,platinum,940,2026-02-09
3522,M3522,platinum,957,2026-02-10
3523,M3523,platinum,974,2026-02-11
3524,M3524,platinum,991,2026-02-12
3525,M3525,platinum,1008,2026-02-13
3526,M3526,platinum,1025,2026-02-14
3527,M3527,platinum,1042,2026-02-15
3528,M3528,platinum,1059,2026-02-16
3529,M3529,platinum,1076,2026-02-17
3530,M3530,platinum,1093,2026-02-18
3531,M3531,platinum,1110,2026-02-19
3532,M3532,platinum,1127,2026-02-20
3533,M3533,platinum,1144,2026-02-21
3534,M3534,platinum,1161,2026-02-22
3535,M3535,platinum,1178,2026-02-23
3536,M3536,platinum,1195,2026-02-24
3537,M3537,platinum,1212,2026-02-25
3538,M3538,platinum,1229,2026-02-26
3539,M3539,platinum,1246,2026-02-27
3540,M3540,platinum,1263,2026-02-28
3541,M3541,platinum,1280,2026-02-01
3542,M3542,platinum,1297,2026-02-02
3543,M3543,platinum,1314,2026-02-03
3544,M3544,platinum,1331,2026-02-04
3545,M3545,platinum,1348,2026-02-05
3546,M3546,platinum,1365,2026-02-06
3547,M3547,platinum,1382,2026-02-07
3548,M3548,platinum,1399,2026-02-08
3549,M3549,platinum,1416,2026-02-09
3550,M3550,platinum,1433,2026-02-10
3551,M3551,platinum,1450,2026-02-11
3552,M3552,platinum,1467,2026-02-12
3553,M3553,platinum,1484,2026-02-13
3554,M3554,platinum,1501,2026-02-14
3555,M3555,platinum,1518,2026-02-15
3556,M3556,platinum,1535,2026-02-16
3557,M3557,platinum,1552,2026-02-17
3558,M3558,platinum,1569,2026-02-18
3559,M3559,platinum,1586,2026-02-19
3560,M3560,platinum,1603,2026-02-20
3561,M3561,platinum,1620,2026-02-21
3562,M3562,platinum,1637,2026-02-22
3563,M3563,platinum,1654,2026-02-23
3564,M3564,platinum,1671,2026-02-24
3565,M3565,platinum,1688,2026-02-25
3566,M3566,platinum,1705,2026-02-26
3567,M3567,platinum,1722,2026-02-27
3568,M3568,platinum,1739,2026-02-28
3569,M3569,platinum,1756,2026-02-01
3570,M3570,platinum,1773,2026-02-02
3571,M3571,platinum,1790,2026-02-03
3572,M3572,platinum,1807,2026-02-04
3573,M3573,platinum,1824,2026-02-05
3574,M3574,platinum,1841,2026-02-06
3575,M3575,platinum,1858,2026-02-07
3576,M3576,platinum,1875,2026-02-08
3577,M3577,platinum,1892,2026-02-09
3578,M3578,platinum,1909,2026-02-10
3579,M3579,platinum,1926,2026-02-11
3580,M3580,platinum,1943,2026-02-12
3581,M3581,platinum,1960,2026-02-13
3582,M3582,platinum,1977,2026-02-14
3583,M3583,platinum,1994,2026-02-15
3584,M3584,platinum,2011,2026-02-16
3585,M3585,platinum,2028,2026-02-17
3586,M3586,platinum,2045,2026-02-18
3587,M3587,platinum,2062,2026-02-19
3588,M3588,platinum,2079,2026-02-20
3589,M3589,platinum,2096,2026-02-21
3590,M3590,platinum,2113,2026-02-22
3591,M3591,platinum,2130,2026-02-23
3592,M3592,platinum,2147,2026-02-24
3593,M3593,platinum,2164,2026-02-25
3594,M3594,platinum,2181,2026-02-26
3595,M3595,platinum,2198,2026-02-27
3596,M3596,platinum,2215,2026-02-28
3597,M3597,platinum,2232,2026-02-01
3598,M3598,platinum,2249,2026-02-02
3599,M3599,platinum,2266,2026-02-03
3600,M3600,platinum,2283,2026-02-04
3601,M3601,platinum,2300,2026-02-05
3602,M3602,platinum,2317,2026-02-06
3603,M3603,platinum,2334,2026-02-07
3604,M3604,platinum,2351,2026-02-08
3605,M3605,platinum,2368,2026-02-09
3606,M3606,platinum,2385,2026-02-10
3607,M3607,platinum,2402,2026-02-11
3608,M3608,platinum,2419,2026-02-12
3609,M3609,platinum,2436,2026-02-13
3610,M3610,platinum,2453,2026-02-14
3611,M3611,platinum,2470,2026-02-15
3612,M3612,platinum,2487,2026-02-16
3613,M3613,platinum,2504,2026-02-17
3614,M3614,platinum,2521,2026-02-18
3615,M3615,platinum,2538,2026-02-19
3616,M3616,platinum,2555,2026-02-20
3617,M3617,platinum,2572,2026-02-21
3618,M3618,platinum,2589,2026-02-22
3619,M3619,platinum,2606,2026-02-23
3620,M3620,platinum,2623,2026-02-24
3621,M3621,platinum,2640,2026-02-25
3622,M3622,platinum,2657,2026-02-26
3623,M3623,platinum,2674,2026-02-27
3624,M3624,platinum,2691,2026-02-28
3625,M3625,platinum,2708,2026-02-01
3626,M3626,platinum,2725,2026-02-02
3627,M3627,platinum,2742,2026-02-03
3628,M3628,platinum,2759,2026-02-04
3629,M3629,platinum,2776,2026-02-05
3630,M3630,platinum,2793,2026-02-06
3631,M3631,platinum,2810,2026-02-07
3632,M3632,platinum,2827,2026-02-08
3633,M3633,platinum,2844,2026-02-09
3634,M3634,platinum,2861,2026-02-10
3635,M3635,platinum,2878,2026-02-11
3636,M3636,platinum,2895,2026-02-12
3637,M3637,platinum,2912,2026-02-13
3638,M3638,platinum,2929,2026-02-14
3639,M3639,platinum,2946,2026-02-15
3640,M3640,platinum,2963,2026-02-16
3641,M3641,platinum,2980,2026-02-17
3642,M3642,platinum,2997,2026-02-18
3643,M3643,platinum,3014,2026-02-19
3644,M3644,platinum,3031,2026-02-20
3645,M3645,platinum,3048,2026-02-21
3646,M3646,platinum,3065,2026-02-22
3647,M3647,platinum,3082,2026-02-23
3648,M3648,platinum,3099,2026-02-24
3649,M3649,platinum,3116,2026-02-25
3650,M3650,platinum,3133,2026-02-26
3651,M3651,platinum,3150,2026-02-27
3652,M3652,platinum,3167,2026-02-28
3653,M3653,platinum,3184,2026-02-01
3654,M3654,platinum,3201,2026-02-02
3655,M3655,platinum,3218,2026-02-03
3656,M3656,platinum,3235,2026-02-04
3657,M3657,platinum,3252,2026-02-05
3658,M3658,platinum,3269,2026-02-06
3659,M3659,platinum,3286,2026-02-07
3660,M3660,platinum,3303,2026-02-08
3661,M3661,platinum,3320,2026-02-09
3662,M3662,platinum,3337,2026-02-10
3663,M3663,platinum,3354,2026-02-11
3664,M3664,platinum,3371,2026-02-12
3665,M3665,platinum,3388,2026-02-13
3666,M3666,platinum,3405,2026-02-14
3667,M3667,platinum,3422,2026-02-15
3668,M3668,platinum,3439,2026-02-16
3669,M3669,platinum,3456,2026-02-17
3670,M3670,platinum,3473,2026-02-18
3671,M3671,platinum,3490,2026-02-19
3672,M3672,platinum,3507,2026-02-20
3673,M3673,platinum,3524,2026-02-21
3674,M3674,platinum,3541,2026-02-22
3675,M3675,platinum,3558,2026-02-23
3676,M3676,platinum,3575,2026-02-24
3677,M3677,platinum,3592,2026-02-25
3678,M3678,platinum,3609,2026-02-26
3679,M3679,platinum,3626,2026-02-27
3680,M3680,platinum,3643,2026-02-28
3681,M3681,platinum,3660,2026-02-01
3682,M3682,platinum,3677,2026-02-02
3683,M3683,platinum,3694,2026-02-03
3684,M3684,platinum,3711,2026-02-04
3685,M3685,platinum,3728,2026-02-05
3686,M3686,platinum,3745,2026-02-06
3687,M3687,platinum,3762,2026-02-07
3688,M3688,platinum,3779,2026-02-08
3689,M3689,platinum,3796,2026-02-09
3690,M3690,platinum,3813,2026-02-10
3691,M3691,platinum,3830,2026-02-11
3692,M3692,platinum,3847,2026-02-12
3693,M3693,platinum,3864,2026-02-13
3694,M3694,platinum,3881,2026-02-14
3695,M3695,platinum,3898,2026-02-15
3696,M3696,platinum,3915,2026-02-16
3697,M3697,platinum,3932,2026-02-17
3698,M3698,platinum,3949,2026-02-18
3699,M3699,platinum,3966,2026-02-19
3700,M3700,platinum,3983,2026-02-20
3701,M3701,platinum,4000,2026-02-21
3702,M3702,platinum,4017,2026-02-22
3703,M3703,platinum,4034,2026-02-23
3704,M3704,platinum,4051,2026-02-24
3705,M3705,platinum,4068,2026-02-25
3706,M3706,platinum,4085,2026-02-26
3707,M3707,platinum,4102,2026-02-27
3708,M3708,platinum,4119,2026-02-28
3709,M3709,platinum,4136,2026-02-01
3710,M3710,platinum,4153,2026-02-02
3711,M3711,platinum,4170,2026-02-03
3712,M3712,platinum,4187,2026-02-04
3713,M3713,platinum,4204,2026-02-05
3714,M3714,platinum,4221,2026-02-06
3715,M3715,platinum,4238,2026-02-07
3716,M3716,platinum,4255,2026-02-08
3717,M3717,platinum,4272,2026-02-09
3718,M3718,platinum,4289,2026-02-10
3719,M3719,platinum,4306,2026-02-11
3720,M3720,platinum,4323,2026-02-12
3721,M3721,platinum,4340,2026-02-13
3722,M3722,platinum,4357,2026-02-14
3723,M3723,platinum,4374,2026-02-15
3724,M3724,platinum,4391,2026-02-16
3725,M3725,platinum,4408,2026-02-17
3726,M3726,platinum,4425,2026-02-18
3727,M3727,platinum,4442,2026-02-19
3728,M3728,platinum,4459,2026-02-20
3729,M3729,platinum,4476,2026-02-21
3730,M3730,platinum,4493,2026-02-22
3731,M3731,platinum,4510,2026-02-23
3732,M3732,platinum,4527,2026-02-24
3733,M3733,platinum,4544,2026-02-25
3734,M3734,platinum,4561,2026-02-26
3735,M3735,platinum,4578,2026-02-27
3736,M3736,platinum,4595,2026-02-28
3737,M3737,platinum,4612,2026-02-01
3738,M3738,platinum,4629,2026-02-02
3739,M3739,platinum,4646,2026-02-03
3740,M3740,platinum,4663,2026-02-04
3741,M3741,platinum,4680,2026-02-05
3742,M3742,platinum,4697,2026-02-06
3743,M3743,platinum,4714,2026-02-07
3744,M3744,platinum,4731,2026-02-08
3745,M3745,platinum,4748,2026-02-09
3746,M3746,platinum,4765,2026-02-10
3747,M3747,platinum,4782,2026-02-11
3748,M3748,platinum,4799,2026-02-12
3749,M3749,platinum,4816,2026-02-13
3750,M3750,platinum,4833,2026-02-14
3751,M3751,platinum,4850,2026-02-15
3752,M3752,platinum,4867,2026-02-16
3753,M3753,platinum,4884,2026-02-17
3754,M3754,platinum,4901,2026-02-18
3755,M3755,platinum,4918,2026-02-19
3756,M3756,platinum,4935,2026-02-20
3757,M3757,platinum,4952,2026-02-21
3758,M3758,platinum,4969,2026-02-22
3759,M3759,platinum,4986,2026-02-23
3760,M3760,platinum,5003,2026-02-24
3761,M3761,platinum,5020,2026-02-25
3762,M3762,platinum,5037,2026-02-26
3763,M3763,platinum,5054,2026-02-27
3764,M3764,platinum,5071,2026-02-28
3765,M3765,platinum,5088,2026-02-01
3766,M3766,platinum,105,2026-02-02
3767,M3767,platinum,122,2026-02-03
3768,M3768,platinum,139,2026-02-04
3769,M3769,platinum,156,2026-02-05
3770,M3770,platinum,173,2026-02-06
3771,M3771,platinum,190,2026-02-07
3772,M3772,platinum,207,2026-02-08
3773,M3773,platinum,224,2026-02-09
3774,M3774,platinum,241,2026-02-10
3775,M3775,platinum,258,2026-02-11
3776,M3776,platinum,275,2026-02-12
3777,M3777,platinum,292,2026-02-13
3778,M3778,platinum,309,2026-02-14
3779,M3779,platinum,326,2026-02-15
3780,M3780,platinum,343,2026-02-16
3781,M3781,platinum,360,2026-02-17
3782,M3782,platinum,377,2026-02-18
3783,M3783,platinum,394,2026-02-19
3784,M3784,platinum,411,2026-02-20
3785,M3785,platinum,428,2026-02-21
3786,M3786,platinum,445,2026-02-22
3787,M3787,platinum,462,2026-02-23
3788,M3788,platinum,479,2026-02-24
3789,M3789,platinum,496,2026-02-25
3790,M3790,platinum,513,2026-02-26
3791,M3791,platinum,530,2026-02-27
3792,M3792,platinum,547,2026-02-28
3793,M3793,platinum,564,2026-02-01
3794,M3794,platinum,581,2026-02-02
3795,M3795,platinum,598,2026-02-03
3796,M3796,platinum,615,2026-02-04
3797,M3797,platinum,632,2026-02-05
3798,M3798,platinum,649,2026-02-06
3799,M3799,platinum,666,2026-02-07
3800,M3800,platinum,683,2026-02-08
